instrumentToken|instrumentName|name|lastPrice|expiry|strike|tickSize|lotSize|instrumentType|segment|exchange|isin|multiplier|exchangeToken|OptionType
9516|20MICRONS|20 Microns Ltd|62.95|0|0|0.050000|1|EQ|CASH|NSE|INE144J01027|1|16921|-
891|3MINDIA|3M India Ltd|25929.5|0|0|0.050000|1|EQ|CASH|NSE|INE470A01017|1|474|-
607|3PLAND|3P Land Holdings Ltd|13.85|0|0|0.050000|1|EQ|CASH|NSE|INE105C01023|1|2595|-
13140|5PAISA|5Paisa Capital Ltd|517.35|0|0|0.050000|1|EQ|CASH|NSE|INE618L01018|1|445|-
5653|63MOONS|63 Moons Technologies Ltd|105.75|0|0|0.050000|1|EQ|CASH|NSE|INE111B01023|1|11868|-
10586|A2ZINFRA|A2Z Infra Engineering Ltd|4.95|0|0|0.050000|1|EQ|CASH|NSE|INE619I01012|1|20906|-
94320|AAKASH|Aakash Exploration Services Ltd|206.95|0|0|0.050000|1|EQ|CASH|NSE|INE087Z01016|1|235|-
16680|AREYDRG|Aarey Drugs & Pharmaceuticals Ltd|36.6|0|0|0.050000|1|EQ|CASH|NSE|INE198H01019|1|5245|-
15947|AARON|Aaron Industries Ltd|112.95|0|0|0.050000|1|EQ|CASH|NSE|INE721Z01010|1|1030|-
717|AARTIDRUGS|Aarti Drugs Ltd|624.7|0|0|0.050000|1|EQ|CASH|NSE|INE767A01016|1|4481|-
411|AARTIIND|Aarti Industries Ltd|1109.25|0|0|0.050000|1|EQ|CASH|NSE|INE769A01020|1|7|-
27206|AARTISURF|Aarti Surfactants Ltd|1459.6|0|0|0.050000|1|EQ|CASH|NSE|INE09EO01013|1|19233|-
4968|AARVEEDEN|Aarvee Denims & Exports Ltd|26.1|0|0|0.050000|1|EQ|CASH|NSE|INE273D01019|1|13771|-
5038|AARVI|Aarvi Encon Ltd|63.95|0|0|0.050000|1|EQ|CASH|NSE|INE754X01016|1|19073|-
109230|AAVAS|AAVAS Financiers Ltd|2808.75|0|0|0.050000|1|EQ|CASH|NSE|INE216P01012|1|5385|-
413|ABAN|Aban Offshore Ltd|70.1|0|0|0.050000|1|EQ|CASH|NSE|INE421A01028|1|10|-
720|ABB|ABB India Ltd|1827.65|0|0|0.050000|1|EQ|CASH|NSE|INE117A01022|1|13|-
102783|POWERINDIA|ABB Power Products and Systems India Ltd|2459.8|0|0|0.050000|1|EQ|CASH|NSE|INE07Y701011|1|18457|-
904|ABBOTINDIA|Abbott India Ltd|21705.85|0|0|0.050000|1|EQ|CASH|NSE|INE358A01014|1|17903|-
727|ACC|ACC Ltd|2245.65|0|0|0.050000|1|EQ|CASH|NSE|INE012A01025|1|22|-
2574|ACCELYA|Accelya Solutions India Ltd|1343.8|0|0|0.050000|1|EQ|CASH|NSE|INE793A01012|1|7053|-
27632|ACCURACY|Accuracy Shipping Ltd|161.55|0|0|0.050000|1|EQ|CASH|NSE|INE648Z01015|1|1465|-
14111|ACRYSIL|Acrysil Ltd|763.1|0|0|0.050000|1|EQ|CASH|NSE|INE482D01024|1|1879|-
8244|ACE|Action Construction Equipment Ltd|265.8|0|0|0.050000|1|EQ|CASH|NSE|INE731H01025|1|13587|-
729|ADANIENT|Adani Enterprises Ltd|1554.45|0|0|0.050000|1|EQ|CASH|NSE|INE423A01024|1|25|-
14443|ADANIGREEN|Adani Green Energy Ltd|1208.35|0|0|0.050000|1|EQ|CASH|NSE|INE364U01010|1|3563|-
9077|ADANIPORTS|Adani Ports & Special Economic Zone Ltd|736.9|0|0|0.050000|1|EQ|CASH|NSE|INE742F01042|1|15083|-
9907|ADANIPOWER|Adani Power Ltd|101.65|0|0|0.050000|1|EQ|CASH|NSE|INE814H01011|1|17388|-
759|ADFFOODS|ADF Foods Ltd|882.6|0|0|0.050000|1|EQ|CASH|NSE|INE982B01019|1|19761|-
21078|ABCAPITAL|Aditya Birla Capital Ltd|108.55|0|0|0.050000|1|EQ|CASH|NSE|INE674K01013|1|21614|-
11691|ABFRL|Aditya Birla Fashion & Retail Ltd|271.95|0|0|0.050000|1|EQ|CASH|NSE|INE647O01011|1|30108|-
7416|BIRLAMONEY|Aditya Birla Money Ltd|67.95|0|0|0.050000|1|EQ|CASH|NSE|INE865C01022|1|15239|-
24427|ABSLAMC|Aditya Birla Sun Life AMC Ltd|682.3|0|0|0.050000|1|EQ|CASH|NSE|INE404A01024|1|6018|-
14312|ABSLBANETF|Aditya Birla Sun Life Banking ETF|383.11|0|0|0.010000|1|EQ|CASH|NSE|INF209KB1O58|1|13987|-
18003|ABSLNN50ET|Aditya Birla Sun Life Nifty Next 50 ETF|441.09|0|0|0.010000|1|EQ|CASH|NSE|INF209KB1B87|1|7339|-
732|ADORWELD|Ador Welding Ltd|690.6|0|0|0.050000|1|EQ|CASH|NSE|INE045A01017|1|34|-
96|ADROITINFO|Adroit Infotech Ltd|10.5|0|0|0.050000|1|EQ|CASH|NSE|INE737B01033|1|4953|-
76572|ADVENZYMES|Advanced Enzyme Technologies Ltd|402.35|0|0|0.050000|1|EQ|CASH|NSE|INE837H01020|1|18039|-
1811|ADVANIHOTR|Advani Hotels & Resorts (India) Ltd|81.4|0|0|0.050000|1|EQ|CASH|NSE|INE199C01026|1|14745|-
734|AEGISCHEM|Aegis Logistics Ltd|233.8|0|0|0.050000|1|EQ|CASH|NSE|INE208C01025|1|40|-
13693|AFFLE|Affle India Ltd|1192.75|0|0|0.050000|1|EQ|CASH|NSE|INE00WC01027|1|11343|-
198399|AGARIND|Agarwal Industrial Corporation Ltd|371.1|0|0|0.050000|1|EQ|CASH|NSE|INE204E01012|1|3389|-
12348|AGROPHOS|Agro Phos India Ltd|18.6|0|0|0.050000|1|EQ|CASH|NSE|INE740V01019|1|9046|-
1409|ATFL|Agro Tech Foods Ltd|1018.35|0|0|0.050000|1|EQ|CASH|NSE|INE209A01019|1|1663|-
1216|AHLADA|Ahlada Engineers Ltd|172.3|0|0|0.050000|1|EQ|CASH|NSE|INE00PV01013|1|2004|-
8695|AHLUCONT|Ahluwalia Contracts (India) Ltd|360.55|0|0|0.050000|1|EQ|CASH|NSE|INE758C01029|1|17833|-
7667|AIAENG|AIA Engineering Ltd|1852.85|0|0|0.050000|1|EQ|CASH|NSE|INE212H01026|1|13086|-
15528|AIRAN|Airan Ltd|21.4|0|0|0.050000|1|EQ|CASH|NSE|INE645W01026|1|9897|-
5361|AIROLAM|Airo Lam Ltd|10|0|0|0.050000|1|EQ|CASH|NSE|INE801L01010|1|6068|-
2964|AJANTPHARM|Ajanta Pharma Ltd|2270.35|0|0|0.050000|1|EQ|CASH|NSE|INE031B01049|1|8124|-
25449|AJOONI|Ajooni Biotech Ltd|63.05|0|0|0.050000|1|EQ|CASH|NSE|INE820Y01013|1|3403|-
9299|AJRINFRA|AJR Infra & Tolling Ltd|1.5|0|0|0.050000|1|EQ|CASH|NSE|INE181G01025|1|15389|-
12221|AKASH|Akash Infraprojects Ltd|214.6|0|0|0.050000|1|EQ|CASH|NSE|INE737W01013|1|13510|-
33959|AKG|AKG Exim Ltd|40.5|0|0|0.050000|1|EQ|CASH|NSE|INE00Y801016|1|2176|-
3288|AKSHOPTFBR|Aksh Optifibre Ltd|8.85|0|0|0.050000|1|EQ|CASH|NSE|INE523B01011|1|8591|-
34861|AKSCHEM|AksharChem (India) Ltd|507.4|0|0|0.050000|1|EQ|CASH|NSE|INE542B01011|1|20178|-
1321|AKZOINDIA|Akzo Nobel India Ltd|2233.7|0|0|0.050000|1|EQ|CASH|NSE|INE133A01011|1|1467|-
20005|ALANKIT|Alankit Ltd|17.5|0|0|0.050000|1|EQ|CASH|NSE|INE914E01040|1|9921|-
13506|ALBERTDA|Albert David Ltd|623.05|0|0|0.050000|1|EQ|CASH|NSE|INE155C01010|1|17256|-
321|ALEMBICLTD|Alembic Ltd|114.85|0|0|0.050000|1|EQ|CASH|NSE|INE426A01027|1|79|-
10949|APLLTD|Alembic Pharmaceuticals Ltd|822.45|0|0|0.050000|1|EQ|CASH|NSE|INE901L01018|1|25328|-
6000|ALICON|Alicon Castalloy Ltd|767.95|0|0|0.050000|1|EQ|CASH|NSE|INE062D01024|1|13656|-
9527|ALKALI|Alkali Metals Ltd|92.65|0|0|0.050000|1|EQ|CASH|NSE|INE773I01017|1|16959|-
13482|ALKEM|Alkem Laboratories Ltd|3939.95|0|0|0.050000|1|EQ|CASH|NSE|INE540L01014|1|11703|-
750|ALKYLAMINE|Alkyl Amines Chemicals Ltd|3970.5|0|0|0.050000|1|EQ|CASH|NSE|INE150B01039|1|4487|-
8144|ALLCARGO|Allcargo Logistics Ltd|271.6|0|0|0.050000|1|EQ|CASH|NSE|INE418H01029|1|13501|-
8884|ADSL|Allied Digital Services Ltd|82.35|0|0|0.050000|1|EQ|CASH|NSE|INE102I01027|1|14813|-
4309|ALLSEC|Allsec Technologies Ltd|484.95|0|0|0.050000|1|EQ|CASH|NSE|INE835G01018|1|11798|-
6127|ALMONDZ|Almondz Global Securities Ltd|116.65|0|0|0.050000|1|EQ|CASH|NSE|INE326B01027|1|16719|-
417|ALOKINDS|Alok Industries Ltd|26.4|0|0|0.050000|1|EQ|CASH|NSE|INE270A01029|1|17675|-
8898|ALPA|Alpa Laboratories Ltd|54.8|0|0|0.050000|1|EQ|CASH|NSE|INE385I01010|1|14848|-
5550|ALPHAGEO|Alphageo (India) Ltd|441.85|0|0|0.050000|1|EQ|CASH|NSE|INE137C01018|1|14597|-
755|AMARAJABAT|Amara Raja Batteries Ltd|767.5|0|0|0.050000|1|EQ|CASH|NSE|INE885A01032|1|100|-
88290|AMBER|Amber Enterprises India Ltd|3652.5|0|0|0.050000|1|EQ|CASH|NSE|INE371P01015|1|1185|-
4085|AMBICAAGAR|Ambica Agarbathies Aroma & Industries Ltd|20.75|0|0|0.050000|1|EQ|CASH|NSE|INE792B01012|1|11496|-
6432|AMBIKCO|Ambika Cotton Mills Ltd|2024.25|0|0|0.050000|1|EQ|CASH|NSE|INE540G01014|1|15234|-
1230|AMBUJACEM|Ambuja Cements Ltd|403.6|0|0|0.050000|1|EQ|CASH|NSE|INE079A01024|1|1270|-
8692|AMDIND|AMD Industries Ltd|32.4|0|0|0.050000|1|EQ|CASH|NSE|INE005I01014|1|14398|-
34570|AMIORG|Ami Organics Ltd|1260.15|0|0|0.050000|1|EQ|CASH|NSE|INE00FF01017|1|5578|-
609|AMJLAND|AMJ Land Holdings Ltd|37.25|0|0|0.050000|1|EQ|CASH|NSE|INE606A01024|1|2598|-
6678|AMRUTANJAN|Amrutanjan Health Care Ltd|830.6|0|0|0.050000|1|EQ|CASH|NSE|INE098F01031|1|17547|-
7142|ANDHRACEMT|Andhra Cements Ltd|15.45|0|0|0.050000|1|EQ|CASH|NSE|INE666E01012|1|20419|-
777|ANDHRAPAP|Andhra Paper Ltd|243.45|0|0|0.050000|1|EQ|CASH|NSE|INE435A01028|1|166|-
248|ANDHRSUGAR|Andhra Sugars Ltd|669.15|0|0|0.050000|1|EQ|CASH|NSE|INE715B01013|1|136|-
31499|ANDREWYU|Andrew Yule & Company Ltd|26.95|0|0|0.050000|1|EQ|CASH|NSE|INE449C01025|1|5206|-
12962|ANGELBRKG|Angel Broking Ltd|1444.4|0|0|0.050000|1|EQ|CASH|NSE|INE732I01013|1|324|-
1619|ANIKINDS|Anik Industries Ltd|23.25|0|0|0.050000|1|EQ|CASH|NSE|INE087B01017|1|16657|-
83221|APCL|Anjani Portland Cement Ltd|393.9|0|0|0.050000|1|EQ|CASH|NSE|INE071F01012|1|20453|-
8861|ANKITMETAL|Ankit Metal & Power Ltd|2.7|0|0|0.050000|1|EQ|CASH|NSE|INE106I01010|1|29430|-
15050|ANMOL|Anmol India Ltd|152.25|0|0|0.050000|1|EQ|CASH|NSE|INE02AR01019|1|3727|-
698|ANSALHSG|Ansal Housing Ltd|6.45|0|0|0.050000|1|EQ|CASH|NSE|INE880B01015|1|13673|-
767|ANSALAPI|Ansal Properties & Infrastructure Ltd|10.55|0|0|0.050000|1|EQ|CASH|NSE|INE436A01026|1|148|-
24709|AWHCL|Antony Waste Handling Cell Ltd|394.15|0|0|0.050000|1|EQ|CASH|NSE|INE01BK01022|1|1797|-
11968|ANURAS|Anupam Rasayan India Ltd|790.7|0|0|0.050000|1|EQ|CASH|NSE|INE930P01018|1|2829|-
4082|APARINDS|Apar Industries Ltd|708.6|0|0|0.050000|1|EQ|CASH|NSE|INE372A01015|1|11491|-
773|APCOTEXIND|Apcotex Industries Ltd|433.95|0|0|0.050000|1|EQ|CASH|NSE|INE116A01032|1|154|-
87434|APEX|Apex Frozen Foods Ltd|309.1|0|0|0.050000|1|EQ|CASH|NSE|INE346W01013|1|21623|-
8355|APLAPOLLO|APL Apollo Tubes Ltd|872.7|0|0|0.050000|1|EQ|CASH|NSE|INE702C01027|1|25780|-
775|APOLLOHOSP|Apollo Hospitals Enterprise Ltd|4351.3|0|0|0.050000|1|EQ|CASH|NSE|INE437A01024|1|157|-
19535|APOLLO|Apollo Micro Systems Ltd|124.2|0|0|0.050000|1|EQ|CASH|NSE|INE713T01010|1|1134|-
107326|APOLLOPIPES|Apollo Pipes Ltd|1947.35|0|0|0.050000|1|EQ|CASH|NSE|INE126J01016|1|14361|-
50654|APOLSINHOT|Apollo Sindoori Hotels Ltd|867.45|0|0|0.050000|1|EQ|CASH|NSE|INE451F01024|1|6302|-
421|APOLLOTYRE|Apollo Tyres Ltd|239|0|0|0.050000|1|EQ|CASH|NSE|INE438A01022|1|163|-
3900|APTECHT|Aptech Ltd|310.8|0|0|0.050000|1|EQ|CASH|NSE|INE266F01018|1|10755|-
12824|APTUS|Aptus Value Housing Finance India Ltd|331|0|0|0.050000|1|EQ|CASH|NSE|INE852O01025|1|5435|-
9410|ARCHIDPLY|Archidply Industries Ltd|33.2|0|0|0.050000|1|EQ|CASH|NSE|INE877I01016|1|16795|-
705|ARCHIES|Archies Ltd|18.9|0|0|0.050000|1|EQ|CASH|NSE|INE731A01020|1|5688|-
9197|ARIES|Aries Agro Ltd|145.2|0|0|0.050000|1|EQ|CASH|NSE|INE298I01015|1|15204|-
28675|ARIHCAPM|Arihant Capital Markets Ltd|144.8|0|0|0.050000|1|EQ|CASH|NSE|INE420B01028|1|3813|-
6117|ARIHANT|Arihant Foundations & Housing Ltd|26.45|0|0|0.050000|1|EQ|CASH|NSE|INE413D01011|1|13885|-
34860|ASL|Arihant Superstructures Ltd|175.7|0|0|0.050000|1|EQ|CASH|NSE|INE643K01018|1|20159|-
13524|ARMANFIN|Arman Financial Services Ltd|1065.9|0|0|0.050000|1|EQ|CASH|NSE|INE109C01017|1|17263|-
4943|AROGRANITE|Aro Granite Industries Ltd|66.05|0|0|0.050000|1|EQ|CASH|NSE|INE210C01013|1|14557|-
14689|ARROWGREEN|Arrow Greentech Ltd|118.5|0|0|0.050000|1|EQ|CASH|NSE|INE570D01018|1|9260|-
4511|ARSHIYA|Arshiya Ltd|38|0|0|0.050000|1|EQ|CASH|NSE|INE968D01022|1|17821|-
10180|ARSSINFRA|ARSS Infrastructure Projects Ltd|29.05|0|0|0.050000|1|EQ|CASH|NSE|INE267I01010|1|18202|-
17481|ARTEMISMED|Artemis Medicare Services Ltd|35.75|0|0|0.050000|1|EQ|CASH|NSE|INE025R01021|1|16913|-
30658|ARVEE|Arvee Laboratories (India) Ltd|88.7|0|0|0.050000|1|EQ|CASH|NSE|INE006Z01016|1|2814|-
12351|ARVINDFASN|Arvind Fashions Ltd|325.85|0|0|0.050000|1|EQ|CASH|NSE|INE955V01021|1|9111|-
784|ARVIND|Arvind Ltd|106.3|0|0|0.050000|1|EQ|CASH|NSE|INE034A01011|1|193|-
215|ASAHIINDIA|Asahi India Glass Ltd|362.75|0|0|0.050000|1|EQ|CASH|NSE|INE439A01020|1|5378|-
8799|ASAHISONG|Asahi Songwon Colors Ltd|361.25|0|0|0.050000|1|EQ|CASH|NSE|INE228I01012|1|25088|-
429|ASHAPURMIN|Ashapura Minechem Ltd|124.9|0|0|0.050000|1|EQ|CASH|NSE|INE348A01023|1|203|-
5349|ASHIANA|Ashiana Housing Ltd|197.1|0|0|0.050000|1|EQ|CASH|NSE|INE365D01021|1|24403|-
786|ASHIMASYN|Ashima Ltd|19.95|0|0|0.050000|1|EQ|CASH|NSE|INE440A01010|1|206|-
790|ASHOKLEY|Ashok Leyland Ltd|139.1|0|0|0.050000|1|EQ|CASH|NSE|INE208A01029|1|212|-
10475|ASHOKA|Ashoka Buildcon Ltd|121.5|0|0|0.050000|1|EQ|CASH|NSE|INE442H01029|1|20182|-
8927|ASIANTILES|Asian Granito India Ltd|158.35|0|0|0.050000|1|EQ|CASH|NSE|INE022I01019|1|14889|-
10369|AHLEAST|Asian Hotels (East) Ltd|190.05|0|0|0.050000|1|EQ|CASH|NSE|INE926K01017|1|19438|-
794|ASIANHOTNR|Asian Hotels (North) Ltd|90.2|0|0|0.050000|1|EQ|CASH|NSE|INE363A01022|1|18422|-
10359|AHLWEST|Asian Hotels (West) Ltd|278.45|0|0|0.050000|1|EQ|CASH|NSE|INE915K01010|1|19366|-
797|ASIANPAINT|Asian Paints Ltd|3323.25|0|0|0.050000|1|EQ|CASH|NSE|INE021A01026|1|236|-
13542|ASPINWALL|Aspinwall & Company Ltd|196.55|0|0|0.050000|1|EQ|CASH|NSE|INE991I01015|1|17270|-
25391|ASALCBR|Associated Alcohols & Breweries Ltd|633.85|0|0|0.050000|1|EQ|CASH|NSE|INE073G01016|1|17598|-
10026|ASTEC|Astec Lifesciences Ltd|1292.4|0|0|0.050000|1|EQ|CASH|NSE|INE563J01010|1|17728|-
72378|ASTERDM|Aster DM Healthcare Ltd|211.35|0|0|0.050000|1|EQ|CASH|NSE|INE914M01019|1|1508|-
4188|ASTRAMICRO|Astra Microwave Products Ltd|206.6|0|0|0.050000|1|EQ|CASH|NSE|INE386C01029|1|11618|-
8688|ASTRAL|Astral Ltd|2277.6|0|0|0.050000|1|EQ|CASH|NSE|INE006I01046|1|14418|-
804|ASTRAZEN|Astrazeneca Pharma India Ltd|3163.25|0|0|0.050000|1|EQ|CASH|NSE|INE203A01020|1|5610|-
18809|ASTRON|Astron Paper & Board Mill Ltd|58.3|0|0|0.050000|1|EQ|CASH|NSE|INE646X01014|1|874|-
8235|ATLANTA|Atlanta Ltd|13.05|0|0|0.050000|1|EQ|CASH|NSE|INE285H01022|1|13585|-
6339|ATULAUTO|Atul Auto Ltd|243.3|0|0|0.050000|1|EQ|CASH|NSE|INE951D01028|1|30023|-
813|ATUL|Atul Ltd|10687.9|0|0|0.050000|1|EQ|CASH|NSE|INE100A01010|1|263|-
99043|AUBANK|AU Small Finance Bank Ltd|1216|0|0|0.050000|1|EQ|CASH|NSE|INE949L01017|1|21238|-
7567|AURIONPRO|Aurionpro Solutions Ltd|206.1|0|0|0.050000|1|EQ|CASH|NSE|INE132H01018|1|12022|-
815|AUROPHARMA|Aurobindo Pharma Ltd|729.85|0|0|0.050000|1|EQ|CASH|NSE|INE406A01037|1|275|-
38|AUSOMENT|Ausom Enterprise Ltd|66.45|0|0|0.050000|1|EQ|CASH|NSE|INE218C01016|1|4037|-
8521|AUTOIND|Autoline Industries Ltd|62.1|0|0|0.050000|1|EQ|CASH|NSE|INE718H01014|1|14106|-
817|AUTOAXLES|Automotive Axles Ltd|1343.45|0|0|0.050000|1|EQ|CASH|NSE|INE449A01011|1|278|-
3879|ASAL|Automotive Stampings & Assemblies Ltd|77.9|0|0|0.050000|1|EQ|CASH|NSE|INE900C01027|1|10634|-
35310|AVADHSUGAR|Avadh Sugar & Energy Ltd|472.25|0|0|0.050000|1|EQ|CASH|NSE|INE349W01017|1|21406|-
4867|AVANTI|Avanti Feeds Ltd|583.4|0|0|0.050000|1|EQ|CASH|NSE|INE871C01038|1|7936|-
24886|DMART|Avenue Supermarts Ltd|4739|0|0|0.050000|1|EQ|CASH|NSE|INE192R01011|1|19913|-
5121|AVTNPL|AVT Natural Products Ltd|87.35|0|0|0.050000|1|EQ|CASH|NSE|INE488D01021|1|14008|-
34679|AXISBPSETF|Axis AAA Bond Plus SDL ETF-2026 Matur. Reg. Growth|10.34|0|0|0.010000|1|EQ|CASH|NSE|INF846K01Z04|1|3530|-
2302|AXISBANK|Axis Bank Ltd|797.15|0|0|0.050000|1|EQ|CASH|NSE|INE238A01034|1|5900|-
21638|AXISBNKETF|Axis Banking ETF|384.78|0|0|0.010000|1|EQ|CASH|NSE|INF846K01X63|1|1044|-
10523|AXISGOLD|Axis Gold ETF|40.75|0|0|0.010000|1|EQ|CASH|NSE|INF846K01W80|1|20532|-
33137|AXISHCETF|Axis Healthcare ETF|88.25|0|0|0.010000|1|EQ|CASH|NSE|INF846K01Z12|1|3608|-
7996|AXISNIFTY|Axis Nifty ETF|188.47|0|0|0.010000|1|EQ|CASH|NSE|INF846K01W98|1|21252|-
12953|AXISTECETF|Axis Technology ETF|351.23|0|0|0.010000|1|EQ|CASH|NSE|INF846K01Y96|1|3010|-
3647|AXISCADES|AXISCADES Technologies Ltd|82.35|0|0|0.050000|1|EQ|CASH|NSE|INE555B01013|1|9436|-
12849|AYMSYNTEX|AYM Syntex Ltd|110.25|0|0|0.050000|1|EQ|CASH|NSE|INE193B01039|1|10285|-
37066|BCP|B.C. Power Controls Ltd|3.95|0|0|0.050000|1|EQ|CASH|NSE|INE905P01028|1|11662|-
7891|BLKASHYAP|B.L.Kashyap & Sons Ltd|30.3|0|0|0.050000|1|EQ|CASH|NSE|INE350H01032|1|13290|-
9336|BAJAJ-AUTO|Bajaj Auto Ltd|3978.75|0|0|0.050000|1|EQ|CASH|NSE|INE917I01010|1|16669|-
10376|BAJAJCON|Bajaj Consumer Care Ltd|258.85|0|0|0.050000|1|EQ|CASH|NSE|INE933K01021|1|19531|-
4323|BAJAJELEC|Bajaj Electricals Ltd|1233.35|0|0|0.050000|1|EQ|CASH|NSE|INE193E01025|1|15034|-
832|BAJFINANCE|Bajaj Finance Ltd|7855.75|0|0|0.050000|1|EQ|CASH|NSE|INE296A01024|1|317|-
9339|BAJAJFINSV|Bajaj Finserv Ltd|18222.65|0|0|0.050000|1|EQ|CASH|NSE|INE918I01018|1|16675|-
830|BAJAJHIND|Bajaj Hindusthan Sugar Ltd|15.05|0|0|0.050000|1|EQ|CASH|NSE|INE306A01021|1|308|-
828|BAJAJHLDNG|Bajaj Holdings & Investment Ltd|4747.7|0|0|0.050000|1|EQ|CASH|NSE|INE118A01012|1|305|-
5487|BALPHARMA|Bal Pharma Ltd|105.4|0|0|0.050000|1|EQ|CASH|NSE|INE083D01012|1|13441|-
5952|BALAMINES|Balaji Amines Ltd|4488.1|0|0|0.050000|1|EQ|CASH|NSE|INE050E01027|1|14501|-
3554|BALAJITELE|Balaji Telefilms Ltd|67|0|0|0.050000|1|EQ|CASH|NSE|INE794B01026|1|9158|-
6662|BALAXI|Balaxi Pharmaceuticals Ltd|616.45|0|0|0.050000|1|EQ|CASH|NSE|INE618N01014|1|11309|-
840|BALKRISIND|Balkrishna Industries Ltd|2593.65|0|0|0.050000|1|EQ|CASH|NSE|INE787D01026|1|335|-
29305|BALKRISHNA|Balkrishna Paper Mills Ltd|23.15|0|0|0.050000|1|EQ|CASH|NSE|INE875R01011|1|10181|-
434|BALMLAWRIE|Balmer Lawrie & Company Ltd|130.05|0|0|0.050000|1|EQ|CASH|NSE|INE164A01016|1|338|-
843|BALRAMCHIN|Balrampur Chini Mills Ltd|377.85|0|0|0.050000|1|EQ|CASH|NSE|INE119A01028|1|341|-
326|BANARBEADS|Banaras Beads Ltd|76.25|0|0|0.050000|1|EQ|CASH|NSE|INE655B01011|1|347|-
328|BANCOINDIA|Banco Products (India) Ltd|196.7|0|0|0.050000|1|EQ|CASH|NSE|INE213C01025|1|13880|-
41509|BANDHANBNK|Bandhan Bank Ltd|328.1|0|0|0.050000|1|EQ|CASH|NSE|INE545U01014|1|2263|-
9247|BANG|Bang Overseas Ltd|37.5|0|0|0.050000|1|EQ|CASH|NSE|INE863I01016|1|15303|-
847|BANKBARODA|Bank of Baroda|88.1|0|0|0.050000|1|EQ|CASH|NSE|INE028A01039|1|4668|-
850|BANKINDIA|Bank of India|58.6|0|0|0.050000|1|EQ|CASH|NSE|INE084A01016|1|4745|-
4030|MAHABANK|Bank of Maharashtra|21.2|0|0|0.050000|1|EQ|CASH|NSE|INE457A01014|1|11377|-
16119|BANKA|Banka Bioloo Ltd|78.65|0|0|0.050000|1|EQ|CASH|NSE|INE862Y01015|1|822|-
7591|BASML|Bannari Amman Spinning Mills Ltd|65.75|0|0|0.050000|1|EQ|CASH|NSE|INE186H01022|1|12034|-
436|BANARISUG|Bannari Amman Sugars Ltd|2398.6|0|0|0.050000|1|EQ|CASH|NSE|INE459A01010|1|350|-
4413|BANSWRAS|Banswara Syntex Ltd|181.35|0|0|0.050000|1|EQ|CASH|NSE|INE629D01012|1|14511|-
12950|BARBEQUE|Barbeque-Nation Hospitality Ltd|1232.75|0|0|0.050000|1|EQ|CASH|NSE|INE382M01027|1|3127|-
438|BASF|BASF India Ltd|3432.95|0|0|0.050000|1|EQ|CASH|NSE|INE373A01013|1|368|-
858|BATAINDIA|Bata India Ltd|2083.45|0|0|0.050000|1|EQ|CASH|NSE|INE176A01028|1|371|-
862|BAYERCROP|Bayer CropScience Ltd|5188.5|0|0|0.050000|1|EQ|CASH|NSE|INE462A01022|1|17927|-
13925|BCLIL|BCL Industries Ltd|261.15|0|0|0.050000|1|EQ|CASH|NSE|INE412G01016|1|2513|-
10080|BEARDSELL|Beardsell Ltd|14.8|0|0|0.050000|1|EQ|CASH|NSE|INE520H01022|1|17933|-
10478|BEDMUTHA|Bedmutha Industries Ltd|44.85|0|0|0.050000|1|EQ|CASH|NSE|INE844K01012|1|20196|-
445|BEML|BEML Ltd|1538.45|0|0|0.050000|1|EQ|CASH|NSE|INE258A01016|1|395|-
870|BERGEPAINT|Berger Paints India Ltd|820.75|0|0|0.050000|1|EQ|CASH|NSE|INE463A01038|1|404|-
37695|BESTAGRO|Best Agrolife Ltd|1002.05|0|0|0.050000|1|EQ|CASH|NSE|INE052T01013|1|2306|-
10619|BFINVEST|BF Investment Ltd|377.95|0|0|0.050000|1|EQ|CASH|NSE|INE878K01010|1|21113|-
6606|BFUTILITIE|BF Utilities Ltd|459.5|0|0|0.050000|1|EQ|CASH|NSE|INE243D01012|1|14567|-
9186|BGRENERGY|BGR Energy Systems Ltd|70.7|0|0|0.050000|1|EQ|CASH|NSE|INE661I01014|1|15189|-
13869|BHAGIL|Bhageria Industries Ltd|301.6|0|0|0.050000|1|EQ|CASH|NSE|INE354C01027|1|13400|-
92|BHAGYANGR|Bhagyanagar India Ltd|50|0|0|0.050000|1|EQ|CASH|NSE|INE458B01036|1|20776|-
21519|BHAGYAPROP|Bhagyanagar Properties Ltd|31.4|0|0|0.050000|1|EQ|CASH|NSE|INE363W01018|1|21332|-
69147|BHANDHOS|Bhandari Hosiery Exports Ltd|4.1|0|0|0.050000|1|EQ|CASH|NSE|INE474E01029|1|19556|-
242|BEPL|Bhansali Engineering Polymers Ltd|204.55|0|0|0.050000|1|EQ|CASH|NSE|INE922A01025|1|419|-
7543|ICICIB22|Bharat 22 ETF|46.97|0|0|0.010000|1|EQ|CASH|NSE|INF109KB15Y7|1|522|-
330|BBL|Bharat Bijlee Ltd|1323.2|0|0|0.050000|1|EQ|CASH|NSE|INE464A01028|1|13761|-
17367|EBBETF0423|Bharat Bond ETF - April 2023|1149.49|0|0|0.010000|1|EQ|CASH|NSE|INF754K01KN4|1|16222|-
1011|EBBETF0425|Bharat Bond ETF - April 2025|1067.75|0|0|0.010000|1|EQ|CASH|NSE|INF754K01LD3|1|22243|-
