instrumentToken|instrumentName|name|lastPrice|expiry|strike|tickSize|lotSize|instrumentType|segment|exchange|isin|multiplier|exchangeToken|OptionType
1120|SCHAEFFLER|Schaeffler India Ltd|7628.95|0|0|0.050000|1|EQ|CASH|NSE|INE513A01014|1|1011|-
11168|SCHNEIDER|Schneider Electric Infrastructure Ltd|113.7|0|0|0.050000|1|EQ|CASH|NSE|INE839M01018|1|31234|-
139920|SECURKLOUD|SecureKloud Technologies Ltd|218.55|0|0|0.050000|1|EQ|CASH|NSE|INE650K01021|1|11058|-
5703|SELAN|Selan Explorations Technology Ltd|162.35|0|0|0.050000|1|EQ|CASH|NSE|INE818A01017|1|13598|-
11741|SEQUENT|Sequent Scientific Ltd|215.05|0|0|0.050000|1|EQ|CASH|NSE|INE807F01027|1|14296|-
12798|SERVOTECH|Servotech Power Systems Ltd|25.9|0|0|0.050000|1|EQ|CASH|NSE|INE782X01017|1|5507|-
1911|SESHAPAPER|Seshasayee Paper & Boards Ltd|182.95|0|0|0.050000|1|EQ|CASH|NSE|INE630A01024|1|3066|-
17135|SETCO|Setco Automotive Ltd|19.6|0|0|0.050000|1|EQ|CASH|NSE|INE878E01021|1|17514|-
10972|SETUINFRA|Setubandhan Infrastructure Ltd|1.3|0|0|0.050000|1|EQ|CASH|NSE|INE023M01027|1|25414|-
12576|SEYAIND|Seya Industries Ltd|55.9|0|0|0.050000|1|EQ|CASH|NSE|INE573R01012|1|10828|-
6144|SHAKTIPUMP|Shakti Pumps (India) Ltd|701.6|0|0|0.050000|1|EQ|CASH|NSE|INE908D01010|1|25574|-
12743|SHALBY|Shalby Ltd|173.95|0|0|0.050000|1|EQ|CASH|NSE|INE597J01018|1|714|-
1913|SHALPAINTS|Shalimar Paints Ltd|96.9|0|0|0.050000|1|EQ|CASH|NSE|INE849C01026|1|15342|-
81911|SHANKARA|Shankara Building Products Ltd|603.4|0|0|0.050000|1|EQ|CASH|NSE|INE274V01019|1|20321|-
1917|SHANTIGEAR|Shanthi Gears Ltd|164.95|0|0|0.050000|1|EQ|CASH|NSE|INE631A01022|1|3078|-
26160|SHANTI|Shanti Overseas (India) Ltd|23.95|0|0|0.050000|1|EQ|CASH|NSE|INE933X01016|1|5650|-
36508|SHARDACROP|Sharda Cropchem Ltd|319.2|0|0|0.050000|1|EQ|CASH|NSE|INE221J01015|1|4992|-
12171|SHARDA|Sharda Motor Industries Ltd|627.1|0|0|0.050000|1|EQ|CASH|NSE|INE597I01028|1|10530|-
23990|SHAREINDIA|Share India Securities Ltd|793.7|0|0|0.050000|1|EQ|CASH|NSE|INE932X01018|1|104|-
12520|SFL|Sheela Foam Ltd|2449.75|0|0|0.050000|1|EQ|CASH|NSE|INE916U01025|1|19184|-
5837|SHILPAMED|Shilpa Medicare Ltd|619.7|0|0|0.050000|1|EQ|CASH|NSE|INE790G01031|1|17752|-
632|SCI|Shipping Corporation of India Ltd|140.5|0|0|0.050000|1|EQ|CASH|NSE|INE109A01011|1|3048|-
71906|SHIVAMILLS|Shiva Mills Ltd|98.3|0|0|0.050000|1|EQ|CASH|NSE|INE644Y01017|1|1497|-
246|SHIVATEX|Shiva Texyarn Ltd|228.4|0|0|0.050000|1|EQ|CASH|NSE|INE705C01020|1|804|-
20332|SHBCLQ|Shivalik Bimetal Controls Ltd|268.6|0|0|0.050000|1|EQ|CASH|NSE|INE386D01027|1|4656|-
8315|SHIVAMAUTO|Shivam Autotech Ltd|33.4|0|0|0.050000|1|EQ|CASH|NSE|INE637H01024|1|13756|-
4315|SHOPERSTOP|Shoppers Stop Ltd|271.9|0|0|0.050000|1|EQ|CASH|NSE|INE498B01024|1|11813|-
23122|SHRADHA|Shradha Infraprojects Ltd|54.15|0|0|0.050000|1|EQ|CASH|NSE|INE715Y01015|1|708|-
1926|SHREECEM|Shree Cement Ltd|27705.8|0|0|0.050000|1|EQ|CASH|NSE|INE070A01015|1|3103|-
31336|SHREDIGCEM|Shree Digvijay Cement Co. Ltd|79.75|0|0|0.050000|1|EQ|CASH|NSE|INE232A01011|1|3099|-
12104|SHREEPUSHK|Shree Pushkar Chemicals & Fertilizers Ltd|254.2|0|0|0.050000|1|EQ|CASH|NSE|INE712K01011|1|10588|-
11984|SRPL|Shree Ram Protiens Ltd|33.95|0|0|0.050000|1|EQ|CASH|NSE|INE008Z01012|1|140|-
3186|SHREERAMA|Shree Rama Multi-Tech Ltd|14.05|0|0|0.050000|1|EQ|CASH|NSE|INE879A01019|1|7627|-
1813|RAMANEWS|Shree Rama Newsprint Ltd|21.8|0|0|0.050000|1|EQ|CASH|NSE|INE278B01020|1|13565|-
7571|RENUKA|Shree Renuka Sugars Ltd|29.5|0|0|0.050000|1|EQ|CASH|NSE|INE087H01022|1|12026|-
81871|SHRENIK|Shrenik Ltd|1.6|0|0|0.050000|1|EQ|CASH|NSE|INE632X01030|1|11149|-
641|SHREYANIND|Shreyans Industries Ltd|131.75|0|0|0.050000|1|EQ|CASH|NSE|INE231C01019|1|3126|-
643|SHREYAS|Shreyas Shipping & Logistics Ltd|400.35|0|0|0.050000|1|EQ|CASH|NSE|INE757B01015|1|3129|-
4277|SHRIRAMCIT|Shriram City Union Finance Ltd|2139.7|0|0|0.050000|1|EQ|CASH|NSE|INE722A01011|1|11739|-
9251|SHRIRAMEPC|Shriram EPC Ltd|7.85|0|0|0.050000|1|EQ|CASH|NSE|INE964H01014|1|15308|-
1995|SRTRANSFIN|Shriram Transport Finance Company Ltd|1324.65|0|0|0.050000|1|EQ|CASH|NSE|INE721A01013|1|4306|-
29307|SHYAMCENT|Shyam Century Ferrous Ltd|14.05|0|0|0.050000|1|EQ|CASH|NSE|INE979R01011|1|10188|-
20336|SHYAMMETL|Shyam Metalics & Energy Ltd|363.95|0|0|0.050000|1|EQ|CASH|NSE|INE810G01011|1|4693|-
1943|SHYAMTEL|Shyam Telecom Ltd|10.25|0|0|0.050000|1|EQ|CASH|NSE|INE635A01023|1|13740|-
2422|SICAL|Sical Logistics Ltd|13.85|0|0|0.050000|1|EQ|CASH|NSE|INE075B01012|1|6368|-
1948|SIEMENS|Siemens Ltd|2265.85|0|0|0.050000|1|EQ|CASH|NSE|INE003A01024|1|3150|-
12749|SIGNETIND|Signet Industries Ltd|47.3|0|0|0.050000|1|EQ|CASH|NSE|INE529F01035|1|4522|-
240|SILINV|SIL Investments Ltd|346.6|0|0|0.050000|1|EQ|CASH|NSE|INE923A01015|1|4105|-
11843|SILGO|Silgo Retail Ltd|38.45|0|0|0.050000|1|EQ|CASH|NSE|INE01II01013|1|2492|-
11853|SILLYMONKS|Silly Monks Entertainment Ltd|20.8|0|0|0.050000|1|EQ|CASH|NSE|INE203Y01012|1|19097|-
13190|SIMBHALS|Simbhaoli Sugars Ltd|30.6|0|0|0.050000|1|EQ|CASH|NSE|INE748T01016|1|14612|-
1952|SIMPLEXINF|Simplex Infrastructures Ltd|44.9|0|0|0.050000|1|EQ|CASH|NSE|INE059B01024|1|3162|-
13010|SINTERCOM|Sintercom India Ltd|85.15|0|0|0.050000|1|EQ|CASH|NSE|INE129Z01016|1|381|-
2277|SINTEX|Sintex Industries Ltd|4.75|0|0|0.050000|1|EQ|CASH|NSE|INE429C01035|1|5831|-
100279|SPTL|Sintex Plastics Technology Ltd|6.05|0|0|0.050000|1|EQ|CASH|NSE|INE501W01021|1|21462|-
22311|SIRCA|Sirca Paints India Ltd|428.1|0|0|0.050000|1|EQ|CASH|NSE|INE792Z01011|1|11050|-
13117|SIS|SIS Ltd|506.1|0|0|0.050000|1|EQ|CASH|NSE|INE285J01028|1|21501|-
1955|SIYSIL|Siyaram Silk Mills Ltd|418.85|0|0|0.050000|1|EQ|CASH|NSE|INE076B01028|1|14096|-
10283|SJVN|SJVN Ltd|28.25|0|0|0.050000|1|EQ|CASH|NSE|INE002L01015|1|18883|-
1957|SKFINDIA|SKF India Ltd|3349.05|0|0|0.050000|1|EQ|CASH|NSE|INE640A01023|1|3186|-
12|SKIL|SKIL Infrastructure Ltd|4.5|0|0|0.050000|1|EQ|CASH|NSE|INE429F01012|1|4550|-
12850|SKIPPER|Skipper Ltd|84.15|0|0|0.050000|1|EQ|CASH|NSE|INE439E01022|1|9428|-
1959|SKMEGGPROD|SKM Egg Products Export (India) Ltd|81.45|0|0|0.050000|1|EQ|CASH|NSE|INE411D01015|1|4732|-
3805|SMARTLINK|Smartlink Holdings Ltd|113.65|0|0|0.050000|1|EQ|CASH|NSE|INE178C01020|1|9889|-
11846|SMCGLOBAL|SMC Global Securities Ltd|78.75|0|0|0.050000|1|EQ|CASH|NSE|INE103C01036|1|2320|-
2034|SMLISUZU|SML ISUZU Ltd|610.6|0|0|0.050000|1|EQ|CASH|NSE|INE294B01019|1|3387|-
4240|SMSLIFE|SMS Lifesciences India Ltd|805.9|0|0|0.050000|1|EQ|CASH|NSE|INE320X01016|1|21551|-
8602|SMSPHARMA|SMS Pharmaceuticals Ltd|154.55|0|0|0.050000|1|EQ|CASH|NSE|INE812G01025|1|14329|-
22520|SNOWMAN|Snowman Logistics Ltd|42.35|0|0|0.050000|1|EQ|CASH|NSE|INE734N01019|1|4843|-
8391|SOBHA|Sobha Ltd|855.3|0|0|0.050000|1|EQ|CASH|NSE|INE671H01015|1|13826|-
7919|SOLARINDS|Solar Industries India Ltd|2529.9|0|0|0.050000|1|EQ|CASH|NSE|INE343H01029|1|13332|-
7994|SOLARA|Solara Active Pharma Sciences Ltd|1508.5|0|0|0.050000|1|EQ|CASH|NSE|INE624Z01016|1|3672|-
163970|SDBL|Som Distilleries & Breweries Ltd|49.35|0|0|0.050000|1|EQ|CASH|NSE|INE480C01020|1|1338|-
389|SOMATEX|Soma Textiles & Industries Ltd|8|0|0|0.050000|1|EQ|CASH|NSE|INE314C01013|1|4201|-
656|SOMANYCERA|Somany Ceramics Ltd|825.45|0|0|0.050000|1|EQ|CASH|NSE|INE355A01028|1|3880|-
15354|SOMICONV|Somi Conveyor Beltings Ltd|51.2|0|0|0.050000|1|EQ|CASH|NSE|INE323J01019|1|17794|-
20334|SONACOMS|Sona BLW Precision Forgings Ltd|651|0|0|0.050000|1|EQ|CASH|NSE|INE073K01018|1|4684|-
2508|SONATSOFTW|Sonata Software Ltd|912.75|0|0|0.050000|1|EQ|CASH|NSE|INE269A01021|1|6596|-
7645|SORILINFRA|SORIL Infra Resources Ltd|120.2|0|0|0.050000|1|EQ|CASH|NSE|INE034H01016|1|13076|-
2314|SOUTHBANK|South Indian Bank Ltd|10.4|0|0|0.050000|1|EQ|CASH|NSE|INE683A01023|1|5948|-
11999|SOUTHWEST|South West Pinnacle Exploration Ltd|137.7|0|0|0.050000|1|EQ|CASH|NSE|INE980Y01015|1|9678|-
1975|SPIC|Southern Petrochemicals Industries Corporation Ltd|52.45|0|0|0.050000|1|EQ|CASH|NSE|INE147A01011|1|3252|-
36532|SPANDANA|Spandana Sphoorty Financial Ltd|555.15|0|0|0.050000|1|EQ|CASH|NSE|INE572J01011|1|11435|-
11264|SPECIALITY|Speciality Restaurants Ltd|89.6|0|0|0.050000|1|EQ|CASH|NSE|INE247M01014|1|27107|-
18022|SPENCERS|Spencers Retail Ltd|124.35|0|0|0.050000|1|EQ|CASH|NSE|INE020801028|1|8163|-
31181|SPICEJET|SpiceJet Ltd|75|0|0|0.050000|1|EQ|CASH|NSE|INE285B01017|1|11446|-
7309|SPLIL|SPL Industries Ltd|47.7|0|0|0.050000|1|EQ|CASH|NSE|INE978G01016|1|11935|-
182|SPMLINFRA|SPML Infra Ltd|10.3|0|0|0.050000|1|EQ|CASH|NSE|INE937A01023|1|3321|-
8745|SRHHYPOLTD|Sree Rayalaseema Hi-Strength Hypo Ltd|363.65|0|0|0.050000|1|EQ|CASH|NSE|INE917H01012|1|14582|-
137101|SREEL|Sreeleathers Ltd|185.3|0|0|0.050000|1|EQ|CASH|NSE|INE099F01013|1|31837|-
1985|SREINFRA|SREI Infrastructure Finance Ltd|6.45|0|0|0.050000|1|EQ|CASH|NSE|INE872A01014|1|3267|-
1987|SRF|SRF Ltd|12456.85|0|0|0.050000|1|EQ|CASH|NSE|INE647A01010|1|3273|-
223|SRIPIPES|Srikalahasthi Pipes Ltd|208.8|0|0|0.050000|1|EQ|CASH|NSE|INE943C01027|1|14927|-
18143|STARCEMENT|Star Cement Ltd|106.2|0|0|0.050000|1|EQ|CASH|NSE|INE460H01021|1|21091|-
212|STARPAPER|Star Paper Mills Ltd|152|0|0|0.050000|1|EQ|CASH|NSE|INE733A01018|1|3291|-
1900|SBIN|State Bank of India|483|0|0|0.050000|1|EQ|CASH|NSE|INE062A01020|1|3045|-
3928|STCINDIA|State Trading Corporation of India Ltd|106.4|0|0|0.050000|1|EQ|CASH|NSE|INE655A01013|1|10948|-
2300|SAIL|Steel Authority of India Ltd|115.9|0|0|0.050000|1|EQ|CASH|NSE|INE114A01011|1|2963|-
23083|STEELCITY|Steel City Securities Ltd|60.1|0|0|0.050000|1|EQ|CASH|NSE|INE395H01011|1|10406|-
21507|STEELXIND|Steel Exchange India Ltd|75.3|0|0|0.050000|1|EQ|CASH|NSE|INE503B01013|1|21339|-
10645|STEL|STEL Holdings Ltd|176.45|0|0|0.050000|1|EQ|CASH|NSE|INE577L01016|1|21484|-
37074|SWSOLAR|Sterling & Wilson Solar Ltd|469.5|0|0|0.050000|1|EQ|CASH|NSE|INE00M201021|1|12489|-
2001|STERTOOLS|Sterling Tools Ltd|207.25|0|0|0.050000|1|EQ|CASH|NSE|INE334A01023|1|4299|-
3592|STLTECH|Sterlite Technologies Ltd|277.6|0|0|0.050000|1|EQ|CASH|NSE|INE089C01029|1|9309|-
7932|SGL|STL Global Ltd|16.9|0|0|0.050000|1|EQ|CASH|NSE|INE353H01010|1|13367|-
19605|STOVEKRAFT|Stove Kraft Ltd|1091.5|0|0|0.050000|1|EQ|CASH|NSE|INE00IN01015|1|2107|-
3205|STAR|Strides Pharma Science Ltd|600.65|0|0|0.050000|1|EQ|CASH|NSE|INE939A01011|1|7374|-
129649|STYLAMIND|Stylam Industries Ltd|1081.1|0|0|0.050000|1|EQ|CASH|NSE|INE239C01020|1|5186|-
3949|SUBEXLTD|Subex Ltd|54.85|0|0|0.050000|1|EQ|CASH|NSE|INE754A01055|1|967|-
2242|SUBROS|Subros Ltd|381.2|0|0|0.050000|1|EQ|CASH|NSE|INE287B01021|1|3324|-
2003|SUDARSCHEM|Sudarshan Chemical Industries Ltd|664.9|0|0|0.050000|1|EQ|CASH|NSE|INE659A01023|1|3327|-
4960|SUMEETINDS|Sumeet Industries Ltd|8.7|0|0|0.050000|1|EQ|CASH|NSE|INE235C01010|1|20790|-
106646|SUMIT|Sumit Woods Ltd|12.3|0|0|0.050000|1|EQ|CASH|NSE|INE748Z01013|1|11140|-
35325|SUMICHEM|Sumitomo Chemical India Ltd|417.75|0|0|0.050000|1|EQ|CASH|NSE|INE258G01013|1|17105|-
10638|SUMMITSEC|Summit Securities Ltd|761|0|0|0.050000|1|EQ|CASH|NSE|INE519C01017|1|21275|-
8872|SPARC|Sun Pharma Advanced Research Company Ltd|293.65|0|0|0.050000|1|EQ|CASH|NSE|INE232I01014|1|14788|-
2017|SUNPHARMA|Sun Pharmaceuticals Industries Ltd|829.7|0|0|0.050000|1|EQ|CASH|NSE|INE044A01036|1|3351|-
7961|SUNTV|Sun TV Network Ltd|535.85|0|0|0.050000|1|EQ|CASH|NSE|INE424H01027|1|13404|-
151|SUNDRMBRAK|Sundaram Brake Linings Ltd|402.3|0|0|0.050000|1|EQ|CASH|NSE|INE073D01013|1|4179|-
2010|SUNCLAYLTD|Sundaram Clayton Ltd|3658.25|0|0|0.050000|1|EQ|CASH|NSE|INE105A01035|1|29008|-
39165|SUNDARMHLD|Sundaram Finance Holdings Ltd|77.1|0|0|0.050000|1|EQ|CASH|NSE|INE202Z01029|1|2183|-
2007|SUNDARMFIN|Sundaram Finance Ltd|2435|0|0|0.050000|1|EQ|CASH|NSE|INE660A01013|1|3339|-
10210|SUNDARAM|Sundaram Multi Pap Ltd|1.95|0|0|0.050000|1|EQ|CASH|NSE|INE108E01023|1|18931|-
2012|SUNDRMFAST|Sundram Fasteners Ltd|939.65|0|0|0.050000|1|EQ|CASH|NSE|INE387A01021|1|3345|-
2014|SUNFLAG|Sunflag Iron & Steel Company Ltd|82.45|0|0|0.050000|1|EQ|CASH|NSE|INE947A01014|1|3348|-
4809|SUNTECK|Sunteck Realty Ltd|504.1|0|0|0.050000|1|EQ|CASH|NSE|INE805D01034|1|17641|-
2020|SUPERSPIN|Super Spinning Mills Ltd|13.15|0|0|0.050000|1|EQ|CASH|NSE|INE662A01027|1|3357|-
24610|SUPERHOUSE|Superhouse Ltd|172.8|0|0|0.050000|1|EQ|CASH|NSE|INE712B01010|1|20616|-
4242|SUPRAJIT|Suprajit Engineering Ltd|359.2|0|0|0.050000|1|EQ|CASH|NSE|INE399C01030|1|11689|-
1255|SUPREMEENG|Supreme Engineering Ltd|21.45|0|0|0.050000|1|EQ|CASH|NSE|INE319Z01013|1|1389|-
2025|SUPREMEIND|Supreme Industries Ltd|2578.05|0|0|0.050000|1|EQ|CASH|NSE|INE195A01028|1|3363|-
2022|SUPPETRO|Supreme Petrochem Ltd|736.85|0|0|0.050000|1|EQ|CASH|NSE|INE663A01017|1|3360|-
10611|SURANASOL|Surana Solar Ltd|21.15|0|0|0.050000|1|EQ|CASH|NSE|INE272L01022|1|21077|-
3888|SURANAT&P|Surana Telecom and Power Ltd|10.15|0|0|0.050000|1|EQ|CASH|NSE|INE130B01031|1|10700|-
2030|SURYAROSNI|Surya Roshni Ltd|694.75|0|0|0.050000|1|EQ|CASH|NSE|INE335A01012|1|3375|-
6773|SURYALAXMI|Suryalakshmi Cotton Mills Ltd|65.35|0|0|0.050000|1|EQ|CASH|NSE|INE713B01026|1|11852|-
40650|SURYODAY|Suryoday Small Finance Bank Ltd|189.2|0|0|0.050000|1|EQ|CASH|NSE|INE428Q01011|1|2970|-
8376|SUTLEJTEX|Sutlej Textiles and Industries Ltd|69.15|0|0|0.050000|1|EQ|CASH|NSE|INE645H01027|1|13801|-
26860|SUULD|Suumaya Industries Ltd|419.3|0|0|0.050000|1|EQ|CASH|NSE|INE591Q01016|1|638|-
3958|SUVEN|Suven Life Sciences Ltd|113.45|0|0|0.050000|1|EQ|CASH|NSE|INE495B01038|1|11233|-
20576|SUVENPHAR|Suven Pharmaceuticals Ltd|533.65|0|0|0.050000|1|EQ|CASH|NSE|INE03QK01018|1|17945|-
12947|SUVIDHAA|Suvidhaa Infoserve Ltd|16.7|0|0|0.050000|1|EQ|CASH|NSE|INE018401013|1|2998|-
7563|SUZLON|Suzlon Energy Ltd|7.35|0|0|0.050000|1|EQ|CASH|NSE|INE040H01021|1|12018|-
14221|SVPGLOB|SVP Global Ventures Ltd|111.6|0|0|0.050000|1|EQ|CASH|NSE|INE308E01029|1|5020|-
4403|SWANENERGY|Swan Energy Ltd|131.15|0|0|0.050000|1|EQ|CASH|NSE|INE665A01038|1|27095|-
2032|SWARAJENG|Swaraj Engines Ltd|1693.55|0|0|0.050000|1|EQ|CASH|NSE|INE277A01016|1|3384|-
7649|SWELECTES|Swelect Energy Systems Ltd|250.2|0|0|0.050000|1|EQ|CASH|NSE|INE409B01013|1|11909|-
8053|SYMPHONY|Symphony Ltd|1066.6|0|0|0.050000|1|EQ|CASH|NSE|INE225D01027|1|24190|-
15|SGIL|Synergy Green Industries Ltd|154|0|0|0.050000|1|EQ|CASH|NSE|INE00QT01015|1|5114|-
73038|SYNGENE|Syngene International Ltd|614.95|0|0|0.050000|1|EQ|CASH|NSE|INE398R01022|1|10243|-
4953|TTL|T T Ltd|80.6|0|0|0.050000|1|EQ|CASH|NSE|INE592B01016|1|14314|-
3995|TVTODAY|T.V. Today Network Ltd|291.8|0|0|0.050000|1|EQ|CASH|NSE|INE038F01029|1|11275|-
2039|TAINWALCHM|Tainwala Chemicals & Plastics (India) Ltd|76.8|0|0|0.050000|1|EQ|CASH|NSE|INE123C01018|1|3396|-
3613|TAJGVK|TajGVK Hotels & Resorts Ltd|147.85|0|0|0.050000|1|EQ|CASH|NSE|INE586B01026|1|9354|-
8936|TAKE|Take Solutions Ltd|51.65|0|0|0.050000|1|EQ|CASH|NSE|INE142I01023|1|14917|-
4453|TALBROAUTO|Talbros Automotive Components Ltd|280.4|0|0|0.050000|1|EQ|CASH|NSE|INE187D01011|1|13648|-
2105|TNPL|Tamil Nadu Newsprint & Papers Ltd|138.65|0|0|0.050000|1|EQ|CASH|NSE|INE107A01015|1|3980|-
2102|TNPETRO|Tamil Nadu Petro Products Ltd|132.3|0|0|0.050000|1|EQ|CASH|NSE|INE148A01019|1|3509|-
8433|TANLA|Tanla Platforms Ltd|919.3|0|0|0.050000|1|EQ|CASH|NSE|INE483C01032|1|13976|-
10275|TARAPUR|Tarapur Transformers Ltd|4.05|0|0|0.050000|1|EQ|CASH|NSE|INE747K01017|1|18827|-
51215|TARC|TARC Ltd|45.05|0|0|0.050000|1|EQ|CASH|NSE|INE0EK901012|1|1581|-
8855|TARMAT|Tarmat Ltd|67.35|0|0|0.050000|1|EQ|CASH|NSE|INE924H01018|1|14771|-
34282|TASTYBIT|Tasty Bite Eatables Ltd|18218.7|0|0|0.050000|1|EQ|CASH|NSE|INE488B01017|1|20092|-
2045|TATACHEM|Tata Chemicals Ltd|970.8|0|0|0.050000|1|EQ|CASH|NSE|INE092A01019|1|3405|-
995|TATACOFFEE|Tata Coffee Ltd|227.85|0|0|0.050000|1|EQ|CASH|NSE|INE493A01027|1|724|-
402|TATACOMM|Tata Communications Ltd|1393.25|0|0|0.050000|1|EQ|CASH|NSE|INE151A01013|1|3721|-
4106|TCS|Tata Consultancy Services Ltd|3652.85|0|0|0.050000|1|EQ|CASH|NSE|INE467B01029|1|11536|-
2058|TATACONSUM|Tata Consumer Products Ltd|816.15|0|0|0.050000|1|EQ|CASH|NSE|INE192A01025|1|3432|-
2047|TATAELXSI|Tata Elxsi Ltd|6073.65|0|0|0.050000|1|EQ|CASH|NSE|INE670A01012|1|3411|-
254|TATAINVEST|Tata Investment Corporation Ltd|1463.05|0|0|0.050000|1|EQ|CASH|NSE|INE672A01018|1|1621|-
665|TATAMETALI|Tata Metaliks Ltd|1065.3|0|0|0.050000|1|EQ|CASH|NSE|INE056C01010|1|3423|-
2071|TATAMOTORS|Tata Motors Ltd|420.85|0|0|0.050000|1|EQ|CASH|NSE|INE155A01022|1|3456|-
9998|TATAMTRDVR|Tata Motors-DVR|197.9|0|0|0.050000|1|EQ|CASH|NSE|IN9155A01020|1|16965|-
14310|NPBET|Tata Nifty Private Bank ETF|189.02|0|0|0.010000|1|EQ|CASH|NSE|INF277K010X4|1|12978|-
2053|TATAPOWER|Tata Power Company Ltd|195.8|0|0|0.050000|1|EQ|CASH|NSE|INE245A01021|1|3426|-
1398|TATASTLLP|Tata Steel Long Products Ltd|940.75|0|0|0.050000|1|EQ|CASH|NSE|INE674A01014|1|1639|-
2094|TATASTEEL|Tata Steel Ltd|1329.1|0|0|0.050000|1|EQ|CASH|NSE|INE081A01012|1|3499|-
3465|TTML|Tata Teleservices (Maharashtra) Ltd|48.1|0|0|0.050000|1|EQ|CASH|NSE|INE517B01013|1|8954|-
1003|TATVA|Tatva Chintan Pharma Chem Ltd|2347.7|0|0|0.050000|1|EQ|CASH|NSE|INE0GK401011|1|5162|-
10717|TCIDEVELOP|TCI Developers Ltd|363.65|0|0|0.050000|1|EQ|CASH|NSE|INE662L01016|1|23452|-
14901|TCIEXP|TCI Express Ltd|1554.6|0|0|0.050000|1|EQ|CASH|NSE|INE586V01016|1|19223|-
667|TCIFINANCE|TCI Finance Ltd|5.45|0|0|0.050000|1|EQ|CASH|NSE|INE911B01018|1|4771|-
92375|TCNSBRANDS|TCNS Clothing Co. Ltd|656.15|0|0|0.050000|1|EQ|CASH|NSE|INE778U01029|1|4172|-
15146|TCPLPACK|TCPL Packaging Ltd|565.4|0|0|0.050000|1|EQ|CASH|NSE|INE822C01015|1|184|-
10924|TDPOWERSYS|TD Power Systems Ltd|339.75|0|0|0.050000|1|EQ|CASH|NSE|INE419M01019|1|25178|-
13902|TEAMLEASE|Team Lease Services Ltd|5221.1|0|0|0.050000|1|EQ|CASH|NSE|INE985S01024|1|12716|-
8197|TECHM|Tech Mahindra Ltd|1374.45|0|0|0.050000|1|EQ|CASH|NSE|INE669C01036|1|13538|-
2037|TECHNOE|Techno Electric & Engineering Company Ltd|283.2|0|0|0.050000|1|EQ|CASH|NSE|INE285K01026|1|6445|-
8556|TIIL|Technocraft Industries (India) Ltd|911.9|0|0|0.050000|1|EQ|CASH|NSE|INE545H01011|1|14223|-
21931|TEJASNET|Tejas Networks Ltd|484.9|0|0|0.050000|1|EQ|CASH|NSE|INE010J01012|1|21131|-
11765|TERASOFT|Tera Software Ltd|56.05|0|0|0.050000|1|EQ|CASH|NSE|INE482B01010|1|19292|-
4111|TEXINFRA|Texmaco Infrastructure & Holdings Ltd|59.5|0|0|0.050000|1|EQ|CASH|NSE|INE435C01024|1|11549|-
10672|TEXRAIL|Texmaco Rail & Engineering Ltd|35.35|0|0|0.050000|1|EQ|CASH|NSE|INE621L01012|1|21828|-
10203|TEXMOPIPES|Texmo Pipes & Products Ltd|52.7|0|0|0.050000|1|EQ|CASH|NSE|INE141K01013|1|18214|-
8756|TGBHOTELS|TGB Banquets & Hotels Ltd|11.6|0|0|0.050000|1|EQ|CASH|NSE|INE797H01018|1|14607|-
10130|THANGAMAYL|Thangamayil Jewellery Ltd|1202.95|0|0|0.050000|1|EQ|CASH|NSE|INE085J01014|1|18118|-
25486|ANUP|The Anup Engineering Ltd|961.4|0|0|0.050000|1|EQ|CASH|NSE|INE294Z01018|1|9014|-
180406|THEBYKE|The Byke Hospitality Ltd|38.1|0|0|0.050000|1|EQ|CASH|NSE|INE319B01014|1|7919|-
12179|GROBTEA|The Grob Tea Co Ltd|1210.35|0|0|0.050000|1|EQ|CASH|NSE|INE646C01018|1|17770|-
11|HITECHGEAR|The Hi-Tech Gears Ltd|257.2|0|0|0.050000|1|EQ|CASH|NSE|INE127B01011|1|4433|-
3525|THEINVEST|The Investment Trust of India Ltd|111.7|0|0|0.050000|1|EQ|CASH|NSE|INE924D01017|1|21427|-
1552|RAMCOCEM|The Ramco Cements Ltd|983.5|0|0|0.050000|1|EQ|CASH|NSE|INE331A01037|1|2043|-
2079|THERMAX|Thermax Ltd|1395.55|0|0|0.050000|1|EQ|CASH|NSE|INE152A01029|1|3475|-
2091|TIRUMALCHM|Thirumalai Chemicals Ltd|291.55|0|0|0.050000|1|EQ|CASH|NSE|INE338A01024|1|3496|-
2081|THOMASCOOK|Thomas Cook (India) Ltd|78.55|0|0|0.050000|1|EQ|CASH|NSE|INE332A01027|1|3481|-
66630|THYROCARE|Thyrocare Technologies Ltd|1124.8|0|0|0.050000|1|EQ|CASH|NSE|INE594H01019|1|17032|-
10980|TIJARIA|Tijaria Polypipes Ltd|7.6|0|0|0.050000|1|EQ|CASH|NSE|INE440L01017|1|25482|-
2083|TIL|TIL Ltd|194.45|0|0|0.050000|1|EQ|CASH|NSE|INE806C01018|1|3484|-
4564|TI|Tilaknagar Industries Ltd|46.05|0|0|0.050000|1|EQ|CASH|NSE|INE133E01013|1|19196|-
8816|TIMETECHNO|Time Technoplast Ltd|72.25|0|0|0.050000|1|EQ|CASH|NSE|INE508G01029|1|14707|-
3890|TIMESGTY|Times Guaranty Ltd|65.35|0|0|0.050000|1|EQ|CASH|NSE|INE289C01025|1|10717|-
2062|TIMKEN|Timken India Ltd|1693.4|0|0|0.050000|1|EQ|CASH|NSE|INE325A01013|1|14198|-
